date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:16:06	162/162	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Jan%202026%2015:16:06%20GMT	https://wpdemo.redq.io/robots.txt		(from )
22:16:06	37025/37025	---MCZ	200	added ('OK')	text/html	etag:W/%2258fabb50-90a1%22	https://wpdemo.redq.io/sites/dress-rental/html/	C:/Users/dungb/Downloads/dress-rental-template/wpdemo.redq.io/sites/dress-rental/html/index.html	(from )
22:16:07	352655/352655	---MCZ	200	added ('OK')	text/css	etag:W/%2258fab974-5618f%22	https://wpdemo.redq.io/sites/dress-rental/assets/dist/style/elements.css	C:/Users/dungb/Downloads/dress-rental-template/wpdemo.redq.io/sites/dress-rental/assets/dist/style/elements.css	(from https://wpdemo.redq.io/sites/dress-rental/html/)
22:16:07	33614/33614	---MCZ	200	added ('OK')	text/css	etag:W/%2258fab978-834e%22	https://wpdemo.redq.io/sites/dress-rental/assets/dist/style/header.css	C:/Users/dungb/Downloads/dress-rental-template/wpdemo.redq.io/sites/dress-rental/assets/dist/style/header.css	(from https://wpdemo.redq.io/sites/dress-rental/html/)
22:16:07	5040/5040	---MCZ	200	added ('OK')	text/css	etag:W/%2258fab974-13b0%22	https://wpdemo.redq.io/sites/dress-rental/assets/dist/style/footer.css	C:/Users/dungb/Downloads/dress-rental-template/wpdemo.redq.io/sites/dress-rental/assets/dist/style/footer.css	(from https://wpdemo.redq.io/sites/dress-rental/html/)
22:16:07	13992/13992	---MCZ	200	added ('OK')	text/css	etag:W/%2258fab970-36a8%22	https://wpdemo.redq.io/sites/dress-rental/assets/dist/style/blog.css	C:/Users/dungb/Downloads/dress-rental-template/wpdemo.redq.io/sites/dress-rental/assets/dist/style/blog.css	(from https://wpdemo.redq.io/sites/dress-rental/html/)
22:16:07	96614/96614	---M--	200	added ('OK')	image/gif	etag:%2258fab910-17966%22	https://wpdemo.redq.io/sites/dress-rental/assets/dist/img/ploading.gif	C:/Users/dungb/Downloads/dress-rental-template/wpdemo.redq.io/sites/dress-rental/assets/dist/img/ploading.gif	(from https://wpdemo.redq.io/sites/dress-rental/html/)
22:16:08	37025/37025	---MCZ	200	added ('OK')	text/html	etag:W/%2258fabb50-90a1%22	https://wpdemo.redq.io/sites/dress-rental/html/index.html	C:/Users/dungb/Downloads/dress-rental-template/wpdemo.redq.io/sites/dress-rental/html/index-2.html	(from https://wpdemo.redq.io/sites/dress-rental/html/)
22:16:08	1428/1428	---M--	200	added ('OK')	image/png	etag:%2258fab90c-594%22	https://wpdemo.redq.io/sites/dress-rental/assets/dist/img/logo.png	C:/Users/dungb/Downloads/dress-rental-template/wpdemo.redq.io/sites/dress-rental/assets/dist/img/logo.png	(from https://wpdemo.redq.io/sites/dress-rental/html/)
22:16:08	36399/36399	---MCZ	200	added ('OK')	text/html	etag:W/%2258fabb52-8e2f%22	https://wpdemo.redq.io/sites/dress-rental/html/listing-page-list.html	C:/Users/dungb/Downloads/dress-rental-template/wpdemo.redq.io/sites/dress-rental/html/listing-page-list.html	(from https://wpdemo.redq.io/sites/dress-rental/html/)
22:16:08	56078/56078	---MCZ	200	added ('OK')	text/html	etag:W/%2258fabb54-db0e%22	https://wpdemo.redq.io/sites/dress-rental/html/listing-page2.html	C:/Users/dungb/Downloads/dress-rental-template/wpdemo.redq.io/sites/dress-rental/html/listing-page2.html	(from https://wpdemo.redq.io/sites/dress-rental/html/)
22:16:08	70270/70270	---MCZ	200	added ('OK')	text/html	etag:W/%2258fabb52-1127e%22	https://wpdemo.redq.io/sites/dress-rental/html/listing-page.html	C:/Users/dungb/Downloads/dress-rental-template/wpdemo.redq.io/sites/dress-rental/html/listing-page.html	(from https://wpdemo.redq.io/sites/dress-rental/html/)
22:16:09	24452/24452	---M--	200	added ('OK')	image/jpeg	etag:%2258fab8f4-5f84%22	https://wpdemo.redq.io/sites/dress-rental/assets/dist/img/content/4.jpg	C:/Users/dungb/Downloads/dress-rental-template/wpdemo.redq.io/sites/dress-rental/assets/dist/img/content/4.jpg	(from https://wpdemo.redq.io/sites/dress-rental/html/)
